rule_id,process_family,category,rule_name,check_description,parameter,typical_threshold,units,rule_kind,severity_suggestion,guideline_ref,provenance,source_name,source_url,consulted_via,notes,date_collected
TOL-008,Dimensional Capability,GD&T Application,Apply True-Position Tolerancing to Functional/Mating Holes,"Checker verifies functional or mating holes (fastener clearance holes, locating-pin holes) carry a true-position geometric callout referenced to appropriate datums, rather than relying on a plus/minus coordinate tolerance alone.",position_tolerance,illustrative example only: 0.1 mm diameter position tolerance zone commonly cited for a fastener-clearance hole; actual value is function- and fit-specific,mm,quantitative_not_yet_computable,major,ISO 1101,published_practice,"GEMS Manufacturing — General Tolerance Standards in Manufacturing (ISO 2768, ISO 286, GD&T)",https://gems-mfg.com/general-tolerance-standards-in-manufacturing-iso-2768-iso-286-and-gdt/,web_research (Claude Sonnet agent),"standard named, not clause-verified; example value is illustrative, not a mandated figure.",8/9/2026
TOL-009,Dimensional Capability,GD&T Application,Apply Form/Orientation Controls to Critical Mating or Sealing Surfaces,"Checker verifies flatness, perpendicularity, or parallelism controls are applied to surfaces critical to mating or sealing performance, rather than relying on size tolerance alone to control their form.",,,,qualitative,major,ISO 1101,published_practice,"ISO — ISO 1101:2017, Geometrical product specifications (GPS) — Geometrical tolerancing — Tolerances of form, orientation, location and run-out",https://www.iso.org/standard/66777.html,web_research (Claude Sonnet agent),"standard named, not clause-verified; title confirmed via ISO.org standard listing.",8/9/2026
TOL-010,Dimensional Capability,GD&T Application,Avoid Redundant/Conflicting Size-Plus-Geometric Tolerance Callouts,"Checker flags features simultaneously governed by both a plus/minus size dimension and a geometric control covering the same variation, which can create conflicting or ambiguous requirements under the fundamental tolerancing principle.",,,,qualitative,minor,ISO 8015,published_practice,"ISO — ISO 8015:2011, Geometrical product specifications (GPS) — Fundamentals — Concepts, principles and rules",https://www.iso.org/standard/55979.html,web_research (Claude Sonnet agent),"standard named, not clause-verified.",8/9/2026
TOL-011,Dimensional Capability,Datum Strategy,Select Datums Based on Functional Assembly Interfaces,"Reviewer verifies primary, secondary, and tertiary datums are chosen from surfaces/features that are functionally significant to the part's assembly and use (mounting face, locating hole/pin, alignment edge) and reflect the real assembly sequence, not chosen merely for measurement convenience.",,,,qualitative,major,ISO 5459,published_practice,Jiga — Datum Reference Frames (DRFs) in GD&T: Guidelines and Best Practices,https://jiga.io/articles/datum-reference-frames/,web_research (Claude Sonnet agent),"standard named, not clause-verified.",8/9/2026
TOL-012,Dimensional Capability,Datum Strategy,Verify Datum Reference Frame Fully Constrains Six Degrees of Freedom,"Checker verifies the combination of primary, secondary, and tertiary datums constrains all six degrees of freedom (3 translational, 3 rotational) without redundant or conflicting constraint, per the standard primary=3/secondary=2/tertiary=1 DOF allocation.",dof_constrained,"primary datum constrains 3 DOF, secondary constrains 2 DOF, tertiary constrains 1 DOF; total = 6 DOF",DOF count,quantitative,major,ISO 5459,published_practice,GD&T Basics — The Datum Reference Frame,https://www.gdandtbasics.com/datum-reference-frame/,web_research (Claude Sonnet agent),"standard named, not clause-verified.",8/9/2026
TOL-013,Dimensional Capability,Datum Strategy,"Maintain Consistent Datum Structure Across Design, Manufacturing, and Inspection","Reviewer verifies the same datum features and datum reference frame defined on the model/drawing are used for manufacturing fixturing and for inspection/CMM programming, to avoid pass-inspection-but-fails-assembly discrepancies.",,,,qualitative,major,ISO 5459,published_practice,Beska — GD&T and Tolerance Stack-Up: Improve Assembly Accuracy,https://www.beskamold.com/gdt-and-tolerance-stack-up/,web_research (Claude Sonnet agent),"standard named, not clause-verified.",8/9/2026
TOL-014,Dimensional Capability,Tolerance Stacks,Identify Critical Dimensional Chains Between Functional Surfaces,"Checker traces chains of toleranced dimensions/features connecting two functionally critical surfaces (e.g. across an assembly gap, mating interface, or clearance path) and flags chains with many links or large cumulative tolerance for dedicated stack-up analysis.",stack_chain_length,,count of links,quantitative_not_yet_computable,major,published dimensional-tolerancing / tolerance-stack-up practice (industry guides) — no ISO equivalent cited,published_practice,Beska — GD&T and Tolerance Stack-Up: Improve Assembly Accuracy,https://www.beskamold.com/gdt-and-tolerance-stack-up/,web_research (Claude Sonnet agent),Requires an automated dimension-chain extraction capability not yet implemented in this checker.,8/9/2026
TOL-015,Dimensional Capability,Tolerance Stacks,Select and Document Worst-Case vs. Statistical (RSS) Stack-Up Method,"Reviewer verifies that, for each identified critical tolerance stack, the appropriate analysis method has been selected and documented — worst-case for safety/interference-critical stacks, statistical/RSS for high-volume manufacturing where some variation cancellation is acceptable.",,,,qualitative,major,published dimensional-tolerancing / tolerance-stack-up practice (industry guides) — no ISO equivalent cited,published_practice,Beska — GD&T and Tolerance Stack-Up: Improve Assembly Accuracy,https://www.beskamold.com/gdt-and-tolerance-stack-up/,web_research (Claude Sonnet agent),,8/9/2026
TOL-016,Dimensional Capability,Tolerance Stacks,Concentrate Tight Tolerances on Function-Critical Features,"Reviewer verifies tighter tolerances are applied only to dimensions/features that directly affect assembly fit or product function, while non-critical dimensions are left at the relaxed general-tolerance class, per functional dimensioning best practice.",,,,qualitative,minor,published dimensional-tolerancing / tolerance-stack-up practice (industry guides) — no ISO equivalent cited,published_practice,Beska — GD&T and Tolerance Stack-Up: Improve Assembly Accuracy,https://www.beskamold.com/gdt-and-tolerance-stack-up/,web_research (Claude Sonnet agent),,8/9/2026
STD-001,Standards-Derived Geometry,Enclosure Access Protection,Enclosure openings must reject the IP2X jointed test finger (Probe B),"No opening path in the enclosure geometry should admit the IEC 61032 Probe B jointed-finger envelope (12mm dia segment, 80mm knurled length, two pivot joints bending up to 90 deg, 50mm x 20mm baffle stop) to reach live/hazardous internal parts.","opening_min_clearance_to_hazard, probe_articulation_envelope","Knurled finger dia 12mm +/-0.1mm, length 80mm +/-0.2mm; baffle plate 50mm dia x 20mm thick; 2 pivot joints, max bend 90 +/-10 deg; total probe length 300mm +/-0.5mm; applied force 10N +/-0.5N (public product-spec summary of IEC 61032 Probe B)",mm / deg / N,quantitative_not_yet_computable,critical,IEC 61032 (test probes) / IEC 60529 (IP code) / IEC 60335-1 (household appliance safety) - clause not verified against primary source,published_practice,LISUN - Test Probe B of IEC 61032 (Jointed Test Finger),https://www.lisungroup.com/products/test-finger-test-probe-test-pin/test-probe-b-of-iec-61032-jointed-test-finger.html,web_research (Claude Sonnet agent),"Dimensions above come from a test-equipment vendor's public product page summarizing the probe geometry, not from the IEC 61032 primary text. A human must verify exact probe geometry, articulation rules, and applicable pass/fail criteria against the purchased IEC 61032 and relevant IEC 60335-1 clause before use. Simulating full articulated-probe path search against arbitrary 3D geometry is algorithmically hard; current pipeline can only flag opening bounding dimensions, not certify full accessibility.",8/9/2026
STD-002,Standards-Derived Geometry,Enclosure Access Protection,IP1X-level openings must reject 50mm back-of-hand test sphere,"No opening should allow a 50mm-diameter rigid sphere (back-of-hand surrogate) to pass through to a hazard, for the lowest IP first-digit protection tier.",opening_max_dimension,"50 mm sphere / 'hand-sized' object exclusion (IP1X, public secondary summary of IEC 60529)",mm,quantitative,critical,IEC 60529 (IP code),published_practice,China-Gauges - Understanding IP Code Ratings: A Guide to IEC 60529 Compliance,https://www.china-gauges.com/news/Understanding-IP-Code-Ratings-A-Guide-to-IEC-60529-Compliance-for-Enclosure-Testing.html,web_research (Claude Sonnet agent),"This is a secondary-source restatement of the IEC 60529 first-digit table, not the primary standard text; a human must confirm exact object/probe geometry (test sphere vs other described object) and confirm the appliance's declared IP first digit against the purchased IEC 60529 before treating 50mm as a hard pass/fail gate.",8/9/2026
STD-003,Standards-Derived Geometry,Enclosure Access Protection,IP3X-level openings must reject 2.5mm tool/wire probe,"No opening should allow a 2.5mm-diameter rigid probe (representing tools/wires) to reach hazardous internal parts, for IP first-digit level 3 enclosures.",opening_max_dimension,"2.5 mm probe exclusion (IP3X, public secondary summary of IEC 60529)",mm,quantitative,critical,IEC 60529 (IP code),published_practice,China-Gauges - Understanding IP Code Ratings: A Guide to IEC 60529 Compliance,https://www.china-gauges.com/news/Understanding-IP-Code-Ratings-A-Guide-to-IEC-60529-Compliance-for-Enclosure-Testing.html,web_research (Claude Sonnet agent),"Value is from a secondary compliance-vendor summary, not the primary IEC 60529 text. Human must verify the exact probe geometry (rigid straight probe vs jointed finger) and confirm which IP first digit applies to the specific product zone before use.",8/9/2026
STD-004,Standards-Derived Geometry,Enclosure Access Protection,IP4X-level openings must reject 1.0mm fine wire probe,"No opening should allow a 1.0mm-diameter rigid wire probe to reach hazardous internal parts, for IP first-digit level 4 enclosures (finest openings before dust-protection tiers).",opening_max_dimension,"1.0 mm probe exclusion (IP4X, public secondary summary of IEC 60529)",mm,quantitative,critical,IEC 60529 (IP code),published_practice,China-Gauges - Understanding IP Code Ratings: A Guide to IEC 60529 Compliance,https://www.china-gauges.com/news/Understanding-IP-Code-Ratings-A-Guide-to-IEC-60529-Compliance-for-Enclosure-Testing.html,web_research (Claude Sonnet agent),Secondary-source value; a human must verify against purchased IEC 60529 primary text and confirm which enclosure zones require IP4X vs a lower tier.,8/9/2026
STD-005,Standards-Derived Geometry,Enclosure Access Protection,Straight rigid test pin check for slots with unobstructed line-of-sight to hazard,"For slot/vent geometries with a straight, unobstructed line-of-sight path to a live or hazardous part, verify the minimum cross-section rejects the applicable rigid test probe diameter (no articulation needed for a straight-through path).",slot_min_cross_section,,mm,quantitative_not_yet_computable,critical,IEC 61032 (test probes) / IEC 60529 (IP code),llm_suggested_unverified,,,llm_knowledge (Claude Sonnet),This is a reasonable engineering inference (straight-path slots are the simplest case of the general probe-access rule) but no specific public source was fetched for this exact framing. A human must verify against IEC 61032/60529 primary text and confirm whether the applicable geometry is genuinely straight-line (no need for articulated-probe simulation) before relying on a simplified rigid-pin check.,8/9/2026
STD-006,Standards-Derived Geometry,IP Sealing Geometry,Enclosure seams/vents must not present a direct path for vertically falling drops (IPX1),"Verify that any top-facing opening, seam, or vent does not create a straight vertical path from outside to internal electrical parts, for the lowest IP second-digit (dripproof) tier.","opening_orientation, vertical_line_of_sight","Protection against vertically falling water drops (IPX1, public secondary summary of IEC 60529)",,qualitative,critical,IEC 60529 (IP code),published_practice,China-Gauges - Understanding IP Code Ratings: A Guide to IEC 60529 Compliance,https://www.china-gauges.com/news/Understanding-IP-Code-Ratings-A-Guide-to-IEC-60529-Compliance-for-Enclosure-Testing.html,web_research (Claude Sonnet agent),"Qualitative restatement of a secondary source; a human must verify the actual IPX1 test rig geometry and drip rate against the primary IEC 60529 standard, and confirm which internal zones require this protection.",8/9/2026
STD-007,Standards-Derived Geometry,IP Sealing Geometry,Enclosure geometry must tolerate 15-degree tilted drop ingress (IPX2),"Verify sealed seams/openings remain protected when the product is modeled tilted up to 15 degrees from its normal drip-test orientation, per the IP second-digit level 2 tier.",tilt_angle_at_seal,"15 degrees tilt (IPX2, public secondary summary of IEC 60529)",deg,quantitative,major,IEC 60529 (IP code),published_practice,China-Gauges - Understanding IP Code Ratings: A Guide to IEC 60529 Compliance,https://www.china-gauges.com/news/Understanding-IP-Code-Ratings-A-Guide-to-IEC-60529-Compliance-for-Enclosure-Testing.html,web_research (Claude Sonnet agent),Secondary-source restatement; a human must confirm the exact tilt test procedure and applicability against the primary IEC 60529 text before using 15 degrees as a modeling parameter.,8/9/2026
STD-008,Standards-Derived Geometry,IP Sealing Geometry,Vents/seams must reject 60-degree angled spray (IPX3) without direct path to live parts,"Verify that any external opening does not present a direct unobstructed path to hazardous internal parts when water is modeled arriving at up to 60 degrees from vertical, for IPX3-rated zones.","opening_orientation, spray_angle_envelope","Spray up to 60 degrees from vertical (IPX3, public secondary summary of IEC 60529)",deg,quantitative_not_yet_computable,critical,IEC 60529 (IP code),published_practice,China-Gauges - Understanding IP Code Ratings: A Guide to IEC 60529 Compliance,https://www.china-gauges.com/news/Understanding-IP-Code-Ratings-A-Guide-to-IEC-60529-Compliance-for-Enclosure-Testing.html,web_research (Claude Sonnet agent),Full geometric ingress-path simulation for angled spray is not yet implemented in this pipeline; flagged as a design-review item. A human must verify against the primary IEC 60529 test method and the product's declared IPX3 (or higher) rating.,8/9/2026
STD-009,Standards-Derived Geometry,IP Sealing Geometry,Splash-protected geometry must block ingress from any direction (IPX4),"Verify enclosure seams and openings have no direct line-of-sight path to hazardous internal parts from any azimuth/elevation angle, for IPX4-rated splashproof zones (e.g. wet-area vacuum/appliance housings).",opening_line_of_sight_omnidirectional,"Splashing water from any direction (IPX4, public secondary summary of IEC 60529)",,qualitative,critical,IEC 60529 (IP code),published_practice,China-Gauges - Understanding IP Code Ratings: A Guide to IEC 60529 Compliance,https://www.china-gauges.com/news/Understanding-IP-Code-Ratings-A-Guide-to-IEC-60529-Compliance-for-Enclosure-Testing.html,web_research (Claude Sonnet agent),Qualitative secondary-source restatement; a human must verify actual IPX4 oscillating-spray test geometry and confirm which product zones (e.g. handheld/floor-care heads used near water) require this rating against the primary standard.,8/9/2026
STD-010,Standards-Derived Geometry,IP Sealing Geometry,Jet-resistant seals must withstand a 6.3mm nozzle jet without ingress path (IPX5),"Verify that seam/vent gap geometry does not admit a modeled 6.3mm-diameter directed water jet to hazardous internal parts, for IPX5-rated zones.",seam_gap_max_dimension,"6.3 mm nozzle diameter reference (IPX5, public secondary summary of IEC 60529)",mm,quantitative_not_yet_computable,major,IEC 60529 (IP code),published_practice,China-Gauges - Understanding IP Code Ratings: A Guide to IEC 60529 Compliance,https://www.china-gauges.com/news/Understanding-IP-Code-Ratings-A-Guide-to-IEC-60529-Compliance-for-Enclosure-Testing.html,web_research (Claude Sonnet agent),"Nozzle diameter is a test-rig parameter, not directly a pass/fail opening-size threshold; a human must verify actual IPX5 test distance/pressure/duration and derive any geometric proxy carefully against the primary IEC 60529 text before automating this check.",8/9/2026
STD-011,Standards-Derived Geometry,IP Sealing Geometry,Immersion-rated housings must locate all seams/vents above or sealed below the specified test depth (IPX7),"Verify that for IPX7-rated products, any non-fully-sealed seam, button boot, or vent is either watertight or positioned/rated for the 1m/30min immersion envelope.","seal_depth_rating, seam_seal_type","Immersion up to 1 m for 30 minutes (IPX7, public secondary summary of IEC 60529)",m / min,quantitative,critical,IEC 60529 (IP code),published_practice,China-Gauges - Understanding IP Code Ratings: A Guide to IEC 60529 Compliance,https://www.china-gauges.com/news/Understanding-IP-Code-Ratings-A-Guide-to-IEC-60529-Compliance-for-Enclosure-Testing.html,web_research (Claude Sonnet agent),"Secondary-source restatement; a human must verify actual IPX7 depth/duration tolerance and applicable product classification against the primary IEC 60529 standard, especially if the product is only rated IPX4-IPX6 rather than IPX7.",8/9/2026
STD-012,Standards-Derived Geometry,Safety Distances,Small square/rectangular openings require minimum hazard-zone setback distance,"For a square opening with side length between roughly 12mm and 20mm, verify the internal hazard (e.g. rotating brush roll, blade) is set back at least the published minimum distance from the opening plane.","opening_side_length, hazard_setback_distance","Opening side 12-20 mm requires hazard zone >=120 mm away (worked example, public summary of ISO 13857 Table 4/5)",mm,quantitative,critical,ISO 13857 (safety distances),published_practice,GT Engineering - EN ISO 13857 Safety Distances to Prevent Access by Upper Limbs,https://www.gt-engineering.it/en/technical-standards/en-iso-standards/en-iso-13857-safety-distances/safety-distances-upper-limbs/,web_research (Claude Sonnet agent),This is a single worked example from a secondary engineering-consultancy page illustrating one row of the ISO 13857 opening-vs-distance tables; the full table (all opening size bands and both adult/child cases) is in the paywalled primary standard and was not verified here. A human must obtain the primary ISO 13857 Table 4 (14+ years) and Table 5 (3+ years) before applying this as a general rule across all opening sizes.,8/9/2026
STD-013,Standards-Derived Geometry,Safety Distances,Safety distances must account for both adult (14+) and child (3+) reach-through geometry,"Verify hazard setback distances are checked against two separate anthropometric population cases where a product may be accessible to children: the general (14 years and older, 95th percentile) case and the supplementary child (3 years and older) case for reaching through openings.","hazard_setback_distance, opening_dimension",,mm,qualitative,critical,ISO 13857 (safety distances),published_practice,ISO.org - ISO 13857:2019 Safety of machinery - Safety distances,https://www.iso.org/standard/69569.html,web_research (Claude Sonnet agent),Scope confirmed from the ISO.org standard abstract page only (population coverage and general intent); the actual distance tables and geometric limb models are in the primary paywalled standard and were not accessed. A human must verify which population case(s) apply to the specific Dyson product (e.g. household appliances reasonably accessible to children) and pull exact table values from the purchased standard.,8/9/2026
STD-014,Standards-Derived Geometry,Safety Distances,Reach-over protective structure height/depth combination must exceed hazard access envelope,"For guards or housings that a user could reach over (e.g. top of a tall appliance) rather than through an opening, verify the combination of barrier height and horizontal distance to the hazard exceeds the reach-over envelope defined by ISO 13857.","barrier_height, horizontal_setback_from_barrier",,mm,quantitative_not_yet_computable,major,ISO 13857 (safety distances),published_practice,ISO.org - ISO 13857:2019 Safety of machinery - Safety distances,https://www.iso.org/standard/69569.html,web_research (Claude Sonnet agent),Only the standard's existence and general scope were verified from the public abstract; the reach-over height/distance table values were not accessed (primary standard is paywalled). A human must obtain the primary ISO 13857 reach-over table before setting numeric thresholds; this pipeline cannot yet run full limb-reach envelope geometry.,8/9/2026
STD-015,Standards-Derived Geometry,Safety Distances,Reach-under gaps beneath the product must impede lower-limb access to hazards,"Verify that any gap beneath a floor-standing or countertop appliance through which a foot or leg could reach is either too small or positioned far enough from moving/hot/live parts, per ISO 13857 lower-limb guidance.","underside_gap_dimension, hazard_setback_distance",,mm,qualitative,major,ISO 13857 (safety distances),published_practice,ISO.org - ISO 13857:2019 Safety of machinery - Safety distances,https://www.iso.org/standard/69569.html,web_research (Claude Sonnet agent),"General coverage of lower-limb access is confirmed in the ISO.org abstract; exact gap/distance numeric values require the primary standard, which was not accessed. A human must verify applicability to Dyson floor-care/stand-mounted products and confirm exact table values.",8/9/2026
STD-016,Standards-Derived Geometry,Creepage & Clearance,Minimum creepage path length along insulation surfaces between live conductors,"Verify the shortest path measured along the surface of solid insulation between two conductors at different potentials meets or exceeds the minimum required for the working voltage, pollution degree, and material CTI group; ribs/grooves may be needed to lengthen the surface path within the same footprint.",creepage_distance,,mm,quantitative_not_yet_computable,critical,IEC 60664-1 (insulation coordination / creepage & clearance),published_practice,In Compliance Magazine - Creepage Distance,https://incompliancemag.com/creepage-distance/,web_research (Claude Sonnet agent),"Only the qualitative definition and the dependency on voltage/CTI/pollution degree were confirmed from a public explainer; the actual minimum-distance lookup tables are in the primary IEC 60664-1 standard and were not accessed. This check also requires electrical inputs (working voltage, insulation class, CTI of actual material) that are outside pure geometry and must be supplied by electrical engineering before a human can verify compliance.",8/9/2026
STD-017,Standards-Derived Geometry,Creepage & Clearance,Minimum through-air clearance between conductors at different potentials,Verify the shortest straight-line (through-air) distance between two conductors at different potentials meets or exceeds the minimum required for the working voltage and overvoltage category.,clearance_distance,,mm,quantitative_not_yet_computable,critical,IEC 60664-1 (insulation coordination / creepage & clearance),published_practice,In Compliance Magazine - Creepage Distance,https://incompliancemag.com/creepage-distance/,web_research (Claude Sonnet agent),Qualitative definition confirmed from a public explainer only; numeric minimum-clearance tables are in the primary IEC 60664-1 standard and were not accessed. Requires electrical voltage/overvoltage-category inputs from outside the geometry model; a human must verify against the primary standard and actual circuit design before sign-off.,8/9/2026
STD-018,Standards-Derived Geometry,Creepage & Clearance,Insulation surface routing (ribs/grooves) used to increase effective creepage path without increasing footprint,"Where direct creepage distance is insufficient within the available footprint, verify that ribs, grooves, or barrier walls are modeled to increase the effective along-surface path length between conductors.",rib_groove_added_path_length,,mm,qualitative,major,IEC 60664-1 (insulation coordination / creepage & clearance),llm_suggested_unverified,,,llm_knowledge (Claude Sonnet),"This is standard electrical-enclosure design practice known generally, but no specific public page was fetched describing rib/groove creepage-extension rules in this exact framing. A human must verify the rules for counting rib/groove contributions to creepage distance against the primary IEC 60664-1 standard (there are specific rules about minimum rib width/height to count).",8/9/2026
STD-019,Standards-Derived Geometry,Guard Openings,Guard/vent openings near moving parts must combine probe-rejection and setback-distance rules,"For any guard, grille, or vent adjacent to a moving hazard (e.g. brush roll, fan, gears), verify the opening simultaneously rejects the applicable IEC 61032 test probe AND, where the probe geometry alone is insufficient, provides the ISO 13857 minimum setback distance from the opening to the hazard.","opening_max_dimension, hazard_setback_distance",,mm,quantitative_not_yet_computable,critical,IEC 61032 (test probes) / ISO 13857 (safety distances) / IEC 60335-1 (household appliance safety) - clause not verified against primary source,llm_suggested_unverified,,,llm_knowledge (Claude Sonnet),"This combined-check framing is a reasonable synthesis of two standards' intents but was not found verbatim on a public page; a human must verify against the primary IEC 60335-1 clauses that reference test-probe access to moving parts, and confirm whether ISO 13857 setback distances or IEC 61032 probe rejection (or both) apply to the specific moving-part hazard in question.",8/9/2026
STD-020,Standards-Derived Geometry,Guard Openings,Rotating-part guard slot width must remain smaller than the probe/finger geometry it must reject,"Verify slot widths in guards over rotating parts (e.g. brush-bar covers, fan grilles) are dimensioned below the rejection threshold for the applicable IP first-digit/IEC 61032 probe, independent of the setback-distance rule.",slot_width,,mm,quantitative,critical,IEC 61032 (test probes) / IEC 60335-1 (household appliance safety) - clause not verified against primary source,llm_suggested_unverified,,,llm_knowledge (Claude Sonnet),"General engineering inference from IP-code/probe principles, not tied to a specific fetched clause. A human must verify the applicable IP first digit / probe type for guards over specific moving parts (brush rolls, fans, gear trains) against the primary IEC 60335-1 and IEC 61032 texts.",8/9/2026
STD-021,Standards-Derived Geometry,Touch Temperature Surfaces,Handheld/grip surfaces require material and geometry flag for touch-temperature review,"Flag any user-touched surface (handle, trigger, grip) that is within a defined proximity of a heat-generating component (motor, battery, heater element) for touch-temperature engineering review; geometry alone cannot certify compliance without material and thermal simulation data.",surface_to_heat_source_distance,,mm,qualitative,major,IEC 60335-1 (household appliance safety) - clause not verified against primary source,llm_suggested_unverified,,,llm_knowledge (Claude Sonnet),No public page with specific numeric touchable-surface temperature limits (by material class) was fetched for this task; such limits exist in IEC 60335-1 Part 1/Part 2 tables and are paywalled. A human must verify applicable temperature limits by material/contact-duration class against the primary standard before treating this as more than a design-review flag.,8/9/2026
STD-022,Standards-Derived Geometry,Touch Temperature Surfaces,Externally accessible surfaces near heat sources require setback or shielding geometry,"Verify externally accessible enclosure surfaces near a heat source (e.g. dryer barrel, motor housing) either maintain a minimum standoff distance or include a shielding/venting geometry, pending thermal simulation to confirm surface temperature stays within the applicable touch-temperature class.",shield_standoff_distance,,mm,quantitative_not_yet_computable,major,IEC 60335-1 (household appliance safety) - clause not verified against primary source,llm_suggested_unverified,,,llm_knowledge (Claude Sonnet),"General inference, not sourced from a fetched public page with numeric limits. A human must verify against the primary IEC 60335-1 (and relevant Part 2 product-specific standard) touch-temperature tables and confirm this geometry-only proxy is an adequate stand-in for full thermal analysis.",8/9/2026
STD-023,Standards-Derived Geometry,Probe Accessibility,Full articulated-probe accessibility simulation is flagged as not yet computable,"Record that a true geometric simulation of the IEC 61032 jointed test finger's reachable envelope through complex, multi-surface enclosure openings (accounting for all articulation angles and insertion paths) is not implemented in the current automated checker and requires either simplified bounding-geometry proxies or manual physical probe testing.",,,,quantitative_not_yet_computable,critical,IEC 61032 (test probes),published_practice,LISUN - Test Probe B of IEC 61032 (Jointed Test Finger),https://www.lisungroup.com/products/test-finger-test-probe-test-pin/test-probe-b-of-iec-61032-jointed-test-finger.html,web_research (Claude Sonnet agent),"This row documents a known capability gap rather than a numeric rule. A human reviewer must confirm which openings require physical probe testing versus which can be cleared by simplified geometric proxies (e.g. worst-case straight-line probe diameter), and must verify against the primary IEC 61032 standard.",8/9/2026
STD-024,Standards-Derived Geometry,Probe Accessibility,Openings with re-entrant or non-convex geometry require manual probe-path review,"Flag any enclosure opening whose internal geometry is non-convex (e.g. has internal pockets, undercuts, or multiple connected cavities) for manual jointed-probe accessibility review, since automated straight-line/bounding-box checks are unreliable for such shapes.",opening_geometry_convexity_flag,,,qualitative,major,IEC 61032 (test probes),llm_suggested_unverified,,,llm_knowledge (Claude Sonnet),"This is a pragmatic engineering-review heuristic, not sourced from a specific fetched page. A human must confirm this flag correctly captures the cases where automated checks are unreliable and must still perform (or commission) the applicable physical or simulated probe test per the primary IEC 61032/60529 standards.",8/9/2026
STD-025,Standards-Derived Geometry,Ecodesign/Marking,Large plastic components should reserve a marking area for generic material identification,"Where product-specific marking requirements apply, verify major plastic parts include a legible, accessible surface area (boss, flat, or recess) for a molded-in or applied material identification mark; ISO 11469 leaves exact size/location to manufacturer agreement rather than prescribing a universal dimension.",marking_area_min_size,,mm,qualitative,minor,ISO 11469 / ISO 1043 (plastics marking),published_practice,GlobalSpec - ISO 11469: Plastics - Generic identification and marking of plastics products,https://standards.globalspec.com/std/10046015/ISO%2011469,web_research (Claude Sonnet agent),"The primary ISO 11469 standard explicitly states minimum item size, lettering size, and marking location are 'subject to agreement between manufacturer and user' rather than fixed by the standard itself, so no universal numeric threshold exists publicly. A human must confirm Dyson's internal marking specification (if any) and verify against the purchased ISO 11469/ISO 1043 texts.",8/9/2026
STD-026,Standards-Derived Geometry,Ecodesign/Marking,Material identification symbol must use standard ISO 1043 abbreviations where marking is applied,"Where a part is marked per ISO 11469, verify the symbol used is a valid abbreviated term/symbol from the ISO 1043 series (basic polymers, fillers, plasticizers, flame retardants) rather than a free-text or proprietary code.",,,,qualitative,minor,ISO 11469 / ISO 1043 (plastics marking),published_practice,GlobalSpec - ISO 11469: Plastics - Generic identification and marking of plastics products,https://standards.globalspec.com/std/10046015/ISO%2011469,web_research (Claude Sonnet agent),Confirmed only at the level of 'ISO 11469 references ISO 1043 symbols' from a secondary standards-catalog summary; exact symbol syntax rules are in the primary ISO 1043 series and were not accessed. A human must verify exact symbol format against the primary standards before use in any automated marking check.,8/9/2026
STD-027,Standards-Derived Geometry,Ecodesign/Marking,Fasteners and joints intended for end-of-life disassembly must remain tool-accessible,Verify that fasteners/joints identified as disassembly points (for material separation or repair) have unobstructed tool access geometry (clearance for driver/tool head and swing arc) rather than being trapped behind non-removable co-molded or bonded features.,tool_access_clearance,,mm,qualitative,minor,IEC 62430 (ecodesign),published_practice,NEMA - ANSI/IEC 62430-2010 Contents and Scope (Environmentally Conscious Design),https://www.nema.org/docs/default-source/standards-document-library/62430-contents-and-scope.pdf?sfvrsn=35e4f8ca_2,web_research (Claude Sonnet agent),"IEC 62430 is confirmed (from a public scope summary) to be a process-based framework requiring lifecycle/end-of-life consideration, but it does not itself prescribe numeric tool-clearance geometry. A human must verify this check against Dyson's own disassembly/repairability design guidelines and the primary IEC 62430 text, since the standard defers specifics to sector/company-level guidance.",8/9/2026
STD-028,Standards-Derived Geometry,Ecodesign/Marking,Product design must undergo an environmentally-conscious design (ECD) checkpoint gate before geometry freeze,"Record whether the design has passed a documented environmental-aspect review (materials, disassembly, recyclability, lifecycle impacts) consistent with the IEC 62430 process stages, as a qualitative gate rather than a geometric measurement.",,,,qualitative,minor,IEC 62430 (ecodesign),published_practice,NEMA - ANSI/IEC 62430-2010 Contents and Scope (Environmentally Conscious Design),https://www.nema.org/docs/default-source/standards-document-library/62430-contents-and-scope.pdf?sfvrsn=35e4f8ca_2,web_research (Claude Sonnet agent),"IEC 62430 is a process/management-system standard, not a source of geometric thresholds; this row is included so the checklist captures the qualitative gate. A human must confirm Dyson's internal ECD process satisfies the primary IEC 62430 requirements; no numeric geometry check applies here.",8/9/2026
